Word	Type
grate	artifact_n1
grating	artifact_n1
grave	location_n1
gravel	material_n1
gravestone	artifact_n1
gravitation	phenomenon_n1
gravity	phenomenon_n1
gravy	food_n1
grease	material_n1
greengrocer	person_n1
greenhouse	building_n1
greenwood	biome_n1
greeting	message_n2
grenadine	food_n1
grid	artifact_n1
griffin	knowledge_n1
grill	artifact_n1
grison	animal_n1
grit	material_n1
groan	auditory_communication_n1
grocer	person_n1
grocery	artifact_n1
grog	food_n1
groom	person_n1
groove	shape_n2
gross	Thing
grotto	formation_n5
ground	Thing
group	social_group_n1
growth	phenomenon_n1
grub	food_n1
grunt	sound_n4
guanaco	animal_n1
guanine	material_n1
guard	person_n1
guardian	person_n1
guava	plant_n2
guenon	animal_n1
guereza	animal_n1
guest	person_n1
guidance	message_n2
guide	person_n1
guidebook	artifact_n1
guideline	knowledge_n1
guilder	definite_quantity_n1
guinea	Thing
guitar	device_n1
gulch	formation_n5
gulf	water_n2
gull	bird_n1
gully	formation_n5
gum	food_n1
gun	device_n1
guppy	fish_n1
gust	phenomenon_n1
gut	body_part_n1
gutter	artifact_n1
guy	person_n1
guzzler	person_n1
gym	artifact_n1
gymnast	person_n1
gymnastics	activity_n1
gymnosperm	plant_n2
gypsum	material_n1
gyroscope	device_n1
h	definite_quantity_n1
ha-ha	auditory_communication_n1
habit	knowledge_n1
habitat	location_n1
haddock	substance_n1
hagfish	animal_n1
hail	phenomenon_n1
hailstone	substance_n1
hair	Thing
hairbrush	artifact_n1
haircut	Thing
hairdresser	person_n1
hairline	Thing
half	definite_quantity_n1
half-brother	person_n1
halite	material_n1
hall	artifact_n1
hallmark	quality_n1
hallucination	state_n4
hallway	artifact_n1
halo	property_n3
halogen	Thing
ham	substance_n1
hamburger	food_n1
hamlet	social_group_n1
hammer	tool_n1
hammerhead	fish_n1
hammock	artifact_n1
hamster	animal_n1
hand	body_part_n1
handbag	artifact_n1
handball	equipment_n1
handedness	property_n3
handful	indefinite_quantity_n1
handiwork	artifact_n1
handkerchief	artifact_n1
handle	Thing
handlebar	artifact_n1
handstand	activity_n1
hanger	person_n1
hankie	artifact_n1
hanky	artifact_n1
hanuman	animal_n1
happening	event_n1
happiness	feeling_n1
harbor	location_n1
harbour	location_n1
hardness	property_n3
hardware	Thing
hare	animal_n1
harmony	quality_n1
harp	device_n1
hartebeest	animal_n1
harvest	event_n1
harvester	person_n1
haste	property_n3
hat	clothing_n1
hatching	Thing
hatchling	animal_n1
hatpin	device_n1
haven	artifact_n1
hawk	bird_n1
hawksbill	animal_n1
hawthorn	plant_n2
hay	food_n1
haystack	Thing
hazard	Thing
head	body_part_n1
headache	knowledge_n1
headdress	clothing_n1
header	written_language_n1
heading	written_language_n1
headlamp	device_n1
headline	written_language_n1
headmaster	person_n1
headmistress	person_n1
headphone	device_n1
headset	device_n1
health	state_n4
heap	Thing
heart	body_part_n1
heartbeat	event_n1
heartburn	knowledge_n1
heat	phenomenon_n1
heater	device_n1
heath	plant_n2
heather	plant_n2
heaven	location_n1
hedge	artifact_n1
hedgehog	animal_n1
hedgerow	artifact_n1
heel	location_n1
height	property_n3
heir	person_n1
helianthus	plant_n2
helicopter	transport_n1
helium	element_n2
helix	shape_n2
hellbender	animal_n1
hello	message_n2
helmet	artifact_n1
helper	person_n1
helping	indefinite_quantity_n1
hem	artifact_n1
hematite	material_n1
hemisphere	location_n1
hemoglobin	material_n1
hemophilia	state_n4
hen	bird_n1
henna	material_n1
henry	definite_quantity_n1
hepatitis	illness_n1
heptane	material_n1
herb	plant_n2
herbage	plant_n2
herbivore	animal_n1
herd	Thing
heredity	phenomenon_n1
heritage	knowledge_n1
hermit	person_n1
hero	person_n1
heron	bird_n1
herpes	illness_n1
herpetologist	person_n1
herring	Thing
hesitation	state_n4
heterogeneity	quality_n1
heterotroph	organism_n1
hexane	material_n1
hi	message_n2
hibernation	state_n4
hiccup	phenomenon_n1
hickory	material_n1
hide-and-seek	activity_n1
hideout	location_n1
hierarchy	Thing
high-rise	artifact_n1
highland	formation_n5
highway	artifact_n1
hike	action_n1
hiker	person_n1
hill	formation_n5
hillside	formation_n5
hilt	Thing
hind	fish_n1
hindrance	knowledge_n1
hinge	artifact_n1
hint	message_n2
hip	body_part_n1
hippo	animal_n1
hippopotamus	animal_n1
histamine	material_n1
histogram	Thing
historian	person_n1
history	Thing
hitchhiker	person_n1
hive	social_group_n1
hl	definite_quantity_n1
hoatzin	bird_n1
hobby	activity_n1
hockey	activity_n1
hoe	tool_n1
hog	animal_n1
holder	device_n1
holding	activity_n1
hole	location_n1
holiday	period_n1
hollow	shape_n2
holly	plant_n2
hollyhock	plant_n2
home	location_n1
homeobox	Thing
homeostasis	state_n4
homeowner	person_n1
homework	activity_n1
homicide	action_n1
homo	person_n1
homology	quality_n1
honesty	quality_n1
honey	food_n1
honeybee	insect_n1
honeycomb	artifact_n1
honeymoon	period_n1
honour	quality_n1
hood	clothing_n1
hooey	message_n2
hoof	body_part_n1
hook	device_n1
hookworm	animal_n1
hoop	artifact_n1
hooray	message_n2
hopper	artifact_n1
horizon	location_n1
hormone	substance_n1
horn	body_part_n1
hornblende	material_n1
hornet	insect_n1
hornwort	plant_n2
horoscope	message_n2
horror	feeling_n1
horse	animal_n1
horseback	body_part_n1
horsefly	insect_n1
horsehair	material_n1
horseman	person_n1
horseshoe	artifact_n1
horticulture	event_n1
hose	artifact_n1
hosepipe	artifact_n1
hospital	building_n1
host	person_n1
hostage	person_n1
hostility	Thing
hotel	building_n1
hotness	property_n3
hotspot	location_n1
hound	animal_n1
hour	Thing
house	building_n1
houseboat	transport_n1
housefly	insect_n1
household	social_group_n1
houseplant	plant_n2
howl	auditory_communication_n1
howler	animal_n1
hub	Thing
huckleberry	plant_n2
hue	property_n3
hug	activity_n1
hull	artifact_n1
human	person_n1
humanity	animal_n1
humidity	state_n4
hummingbird	bird_n1
hump	shape_n2
humpback	state_n4
humus	material_n1
hunger	state_n4
hunter	person_n1
huntsman	person_n1
hurricane	phenomenon_n1
husband	person_n1
husk	material_n1
hut	artifact_n1
hutch	artifact_n1
hyacinth	material_n1
hydra	animal_n1
hydrocarbon	material_n1
hydrogen	element_n2
hydrosphere	location_n1
hydroxide	material_n1
hyena	animal_n1
hygiene	state_n4
hymn	auditory_communication_n1
hypermarket	artifact_n1
hypersecretion	phenomenon_n1
hypertension	state_n4
hyperventilation	phenomenon_n1
hypha	material_n1
hyponym	Thing
hypothalamus	body_part_n1
hypothesis	message_n2
hyrax	animal_n1
ibex	animal_n1
ibuprofen	Thing
ice	substance_n1
iceberg	formation_n5
icebox	artifact_n1
icicle	substance_n1
icon	artifact_n1
id	knowledge_n1
idea	knowledge_n1
identification	action_n1
identity	process_n2
idiot	person_n1
igloo	artifact_n1
iguana	animal_n1
ileum	body_part_n1
illness	illness_n1
illumination	state_n4
illusion	knowledge_n1
illustration	Thing
image	artifact_n1
imagination	knowledge_n1
imbalance	state_n4
imitation	artifact_n1
immigration	action_n1
immunity	state_n4
immunization	activity_n1
immunodeficiency	state_n4
impact	event_n1
impairment	state_n4
impala	animal_n1
imperfection	state_n4
implantation	activity_n1
implement	artifact_n1
importance	quality_n1
imposter	person_n1
impression	knowledge_n1
improvement	action_n1
impulse	Thing
impurity	state_n4
inability	knowledge_n1
inactivity	state_n4
incentive	Thing
inch	definite_quantity_n1
incident	event_n1
incision	action_n1
incisor	body_part_n1
incline	formation_n5
inclusion	state_n4
income	Thing
incubation	activity_n1
incubator	equipment_n1
index	message_n2
indication	Thing
indicator	message_n2
indigo	material_n1
individual	person_n1
inducement	Thing
induction	event_n1
industry	social_group_n1
inertia	phenomenon_n1
infancy	period_n1
infant	person_n1
infection	state_n4
inference	process_n2
infertility	state_n4
infiltration	activity_n1
infirmity	state_n4
inflammation	knowledge_n1
inflation	action_n1
inflorescence	phenomenon_n1
influenza	illness_n1
information	message_n2
infrastructure	property_n3
ingenuity	knowledge_n1
ingestion	phenomenon_n1
ingredient	Thing
inhabitant	person_n1
inhalation	phenomenon_n1
inheritance	action_n1
initiation	event_n1
initiative	Thing
injection	action_n1
injury	state_n4
ink	substance_n1
inn	building_n1
innovation	artifact_n1
input	knowledge_n1
inquiry	process_n2
insect	insect_n1
insecticide	material_n1
insectivore	animal_n1
insertion	action_n1
insight	knowledge_n1
insolation	illness_n1
inspection	activity_n1
inspector	person_n1
inspiration	knowledge_n1
instance	event_n1
instant	period_n1
instinct	knowledge_n1
institute	social_group_n1
institution	social_group_n1
instruction	message_n2
instructor	person_n1
instrument	device_n1
instrumentality	artifact_n1
insulation	artifact_n1
insulator	material_n1
insulin	substance_n1
intake	phenomenon_n1
intangible	Thing
integrity	state_n4
intelligence	knowledge_n1
intensifier	Thing
intensity	property_n3
intention	knowledge_n1
interaction	action_n1
interconnectedness	state_n4
intercourse	event_n1
interdependence	Thing
interest	state_n4
interference	process_n2
interior	location_n1
interpretation	knowledge_n1
interrelationship	Thing
interruption	event_n1
intersection	knowledge_n1
interval	Thing
intestine	body_part_n1
intoxication	state_n4
intrigue	knowledge_n1
introduction	action_n1
intron	material_n1
intruder	person_n1
intrusion	event_n1
intuition	process_n2
invader	person_n1
invalid	person_n1
invasion	activity_n1
invention	knowledge_n1
inventor	person_n1
investigation	process_n2
invitation	written_language_n1
invite	written_language_n1
involvement	event_n1
iodine	element_n2
ion	Thing
iris	plant_n2
iron	element_n2
irregularity	activity_n1
irrigation	activity_n1
irritant	knowledge_n1
irritation	state_n4
island	Thing
islander	person_n1
isle	Thing
isolation	state_n4
isotope	substance_n1
issue	knowledge_n1
isthmus	Thing
item	Thing
ivory	material_n1
jabot	artifact_n1
jack	device_n1
jackal	animal_n1
jackdaw	bird_n1
jacket	clothing_n1
jackhammer	tool_n1
jackrabbit	animal_n1
jade	Thing
jaguar	animal_n1
jaguarundi	animal_n1
jail	artifact_n1
jailer	person_n1
jam	food_n1
jamboree	activity_n1
janitor	person_n1
jar	artifact_n1
jasmine	plant_n2
jaw	body_part_n1
jay	bird_n1
jazz	auditory_communication_n1
jean	clothing_n1
jejunum	body_part_n1
jello	food_n1
jelly	food_n1
jellyfish	animal_n1
jerboa	animal_n1
jerk	action_n1
jersey	clothing_n1
jet	transport_n1
jewel	artifact_n1
jeweler	person_n1
jewellery	artifact_n1
jewelry	artifact_n1
jiffy	period_n1
jig	activity_n1
jigsaw	tool_n1
jird	animal_n1
job	activity_n1
jockey	person_n1
jog	action_n1
john	artifact_n1
joint	body_part_n1
joke	message_n2
joker	person_n1
joule	definite_quantity_n1
journal	written_language_n1
journalist	person_n1
journey	action_n1
joy	feeling_n1
judge	person_n1
judgment	knowledge_n1
jug	artifact_n1
juggle	activity_n1
juggler	person_n1
juice	food_n1
jumble	state_n4
jumper	clothing_n1
junco	bird_n1
jungle	biome_n1
juniper	plant_n2
junk	material_n1
justice	quality_n1
jute	material_n1
kaleidoscope	artifact_n1
kangaroo	animal_n1
kaolinite	material_n1
karate	activity_n1
karyotype	property_n3
katydid	insect_n1
kayak	transport_n1
kazoo	device_n1
kebab	food_n1
keeper	person_n1
kelp	microorganism_n1
kelvin	definite_quantity_n1
kennel	building_n1
keratin	material_n1
kernel	plant_part_n1
kerosene	material_n1
kestrel	bird_n1
ketchup	food_n1
kettle	artifact_n1
key	device_n1
keyboard	device_n1
keyhole	artifact_n1
kg	definite_quantity_n1
khan	person_n1
kiang	animal_n1
kibbutz	social_group_n1
kid	person_n1
kidnapper	person_n1
kidney	body_part_n1
kiley	device_n1
killer	person_n1
kiln	artifact_n1
kilo	definite_quantity_n1
kilocalorie	definite_quantity_n1
kilogram	definite_quantity_n1
kiloliter	definite_quantity_n1
kilometer	definite_quantity_n1
kilometre	definite_quantity_n1
kilowatt	definite_quantity_n1
kilt	clothing_n1
kin	person_n1
kind	knowledge_n1
kindness	quality_n1
king	person_n1
kingdom	Thing
kingfisher	bird_n1
kinkajou	animal_n1
kipper	Thing
kit	equipment_n1
kitchen	artifact_n1
kite	artifact_n1
kitten	animal_n1
kittiwake	bird_n1
kitty	animal_n1
kiwi	plant_n2
km	definite_quantity_n1
knee	body_part_n1
knife	tool_n1
knight	person_n1
knob	Thing
knot	Thing
know-how	knowledge_n1
knowledge	knowledge_n1
knuckle	body_part_n1
koala	animal_n1
kob	animal_n1
krill	animal_n1
kudu	animal_n1
kudzu	plant_n2
kyphosis	state_n4
l	definite_quantity_n1
la	Thing
lab	location_n1
labium	body_part_n1
labor	activity_n1
laboratory	location_n1
lac	material_n1
lack	state_n4
lacrosse	activity_n1
lactation	period_n1
lactose	material_n1
lad	person_n1
ladder	artifact_n1
lady	person_n1
ladybird	insect_n1
ladybug	insect_n1
lagoon	water_n2
lake	water_n2
lamb	animal_n1
lamp	device_n1
lamprey	animal_n1
lampshade	artifact_n1
lancelet	animal_n1
land	Thing
landfill	formation_n5
landmark	location_n1
landmass	Thing
landscape	location_n1
landslide	event_n1
lane	artifact_n1
language	written_language_n1
langur	animal_n1
lantern	device_n1
lap	body_part_n1
laptop	device_n1
larder	food_n1
largemouth	fish_n1
larva	animal_n1
larynx	body_part_n1
lasagna	food_n1
laser	device_n1
latch	device_n1
latency	Thing
latex	material_n1
lather	shape_n2
latitude	location_n1
latter	state_n4
laughter	auditory_communication_n1
launcher	artifact_n1
laundry	clothing_n1
laurel	plant_n2
lava	material_n1
law	written_language_n1
lawn	location_n1
layer	artifact_n1
lb	definite_quantity_n1
lead	element_n2
leader	person_n1
leaf	plant_part_n1
leafhopper	insect_n1
leaflet	body_part_n1
league	social_group_n1
leakage	event_n1
learner	person_n1
leather	material_n1
leatherback	animal_n1
lechwe	animal_n1
lecture	event_n1
ledge	formation_n5
lee	location_n1
leech	animal_n1
leek	plant_n2
leg	body_part_n1
legend	written_language_n1
legging	clothing_n1
legume	plant_n2
leisure	period_n1
lemming	animal_n1
lemon	plant_part_n1
lemonade	food_n1
lemur	animal_n1
length	property_n3
lens	device_n1
lense	device_n1
lentil	substance_n1
leopard	material_n1
leprechaun	knowledge_n1
leptospira	microorganism_n1
lesson	activity_n1
letter	written_language_n1
lettuce	plant_n2
letup	Thing
leukocyte	Thing
level	property_n3
lever	artifact_n1
liar	person_n1
librarian	person_n1
library	artifact_n1
license	written_language_n1
lichen	illness_n1
lid	body_part_n1
life	state_n4
lifeboat	transport_n1
lifeguard	person_n1
lifespan	period_n1
lifestyle	property_n3
lifetime	period_n1
liftoff	event_n1
ligament	body_part_n1
ligation	action_n1
light	phenomenon_n1
lightbulb	device_n1
lighthouse	artifact_n1
lightness	property_n3
lightning	phenomenon_n1
lignin	material_n1
likelihood	quality_n1
likeness	quality_n1
liking	feeling_n1
lilac	plant_n2
lily	plant_n2
limb	body_part_n1
limelight	state_n4
limestone	material_n1
limit	property_n3
limitation	knowledge_n1
line	Thing
lineage	social_group_n1
liner	action_n1
ling	plant_n2
linguistics	knowledge_n1
lining	artifact_n1
link	Thing
linkage	Thing
lion	animal_n1
lioness	animal_n1
lip	body_part_n1
lipase	material_n1
lipid	material_n1
lipstick	artifact_n1
liquefaction	phenomenon_n1
liquid	substance_n1
liquidation	action_n1
liquor	food_n1
list	message_n2
listener	person_n1
liter	definite_quantity_n1
literacy	knowledge_n1
literature	written_language_n1
lithium	element_n2
lithosphere	location_n1
litmus	material_n1
litre	definite_quantity_n1
litter	Thing
liver	body_part_n1
liverwort	organism_n1
livestock	animal_n1
lizard	animal_n1
llama	animal_n1
load	artifact_n1
loaf	substance_n1
lobe	body_part_n1
lobster	animal_n1
locality	location_n1
location	location_n1
locker	artifact_n1
locket	artifact_n1
locomotion	quality_n1
locus	location_n1
locust	insect_n1
loft	artifact_n1
log	material_n1
logic	knowledge_n1
logo	Thing
lollipop	food_n1
lolly	Thing
loneliness	state_n4
loo	artifact_n1
loofah	material_n1
loon	person_n1
loot	Thing
lord	person_n1
lordship	quality_n1
lore	knowledge_n1
lorikeet	bird_n1
lorry	transport_n1
loss	event_n1
lot	indefinite_quantity_n1
lotion	artifact_n1
lottery	event_n1
loudness	property_n3
loudspeaker	device_n1
louse	insect_n1
luck	state_n4
luggage	artifact_n1
lull	Thing
lullaby	auditory_communication_n1
lumbago	knowledge_n1
lumber	artifact_n1
lump	Thing
lunch	food_n1
lunchtime	knowledge_n1
lung	body_part_n1
lungfish	fish_n1
lupus	illness_n1
luster	property_n3
lye	material_n1
lymph	substance_n1
lymphocyte	Thing
lynx	animal_n1
lysine	material_n1
lysosome	body_part_n1
m	definite_quantity_n1
ma	person_n1
mac	clothing_n1
macaque	animal_n1
macaroni	person_n1
macaw	bird_n1
mace	person_n1
machine	device_n1
machinery	device_n1
macroevolution	phenomenon_n1
madam	person_n1
madame	person_n1
madness	state_n4
magazine	artifact_n1
magic	knowledge_n1
magician	person_n1
magma	material_n1
magnesium	element_n2
magnet	device_n1
magnetism	phenomenon_n1
magnetite	material_n1
magnification	action_n1
magnifier	device_n1
magnitude	property_n3
magnolia	Thing
magpie	bird_n1
maid	person_n1
maidenhair	plant_n2
mainstream	knowledge_n1
maintenance	action_n1
majesty	quality_n1
majority	property_n3
make-up	artifact_n1
maker	person_n1
makeup	property_n3
malaria	state_n4
mall	artifact_n1
mallard	bird_n1
mama	person_n1
mammal	animal_n1
man	person_n1
management	event_n1
manager	person_n1
manatee	animal_n1
mandarin	plant_n2
mandible	body_part_n1
mandolin	device_n1
mandrill	animal_n1
mane	Thing
mangabey	animal_n1
mango	plant_n2
mangrove	plant_n2
manipulation	action_n1
manner	property_n3
manor	building_n1
mansion	location_n1
mantelpiece	device_n1
mantis	insect_n1
mantle	Thing
manual	artifact_n1
manufacturer	social_group_n1
manure	material_n1
map	artifact_n1
maple	material_n1
mara	animal_n1
marathon	activity_n1
marble	material_n1
margarine	food_n1
margay	animal_n1
margin	shape_n2
maria	location_n1
marigold	plant_n2
marijuana	plant_n2
marjoram	plant_n2
marker	artifact_n1
market	activity_n1
markhor	animal_n1
marmalade	food_n1
marmoset	animal_n1
marmot	animal_n1
marriage	state_n4
marrow	body_part_n1
marsh	Thing
marshland	Thing
marshmallow	food_n1
mart	artifact_n1
marten	animal_n1
martin	bird_n1
martini	food_n1
marzipan	food_n1
mascot	organism_n1
mason	person_n1
mass	property_n3
mast	artifact_n1
master	person_n1
mastery	state_n4
mastodon	animal_n1
mat	artifact_n1
matchbox	artifact_n1
matchstick	artifact_n1
mate	animal_n1
mater	person_n1
material	material_n1
math	knowledge_n1
mathematician	person_n1
mathematics	knowledge_n1
matrix	Thing
matt	property_n3
matter	substance_n1
mattress	artifact_n1
maturation	phenomenon_n1
maturity	period_n1
max	Thing
maxwell	Thing
may	plant_n2
mayfly	insect_n1
mayonnaise	food_n1
mayor	person_n1
maze	artifact_n1
meadow	location_n1
meadowlark	bird_n1
meal	food_n1
mealworm	animal_n1
measles	illness_n1
measurement	activity_n1
meat	substance_n1
meatball	food_n1
mechanic	person_n1
mechanism	device_n1
medal	Thing
medication	Thing
medicine	knowledge_n1
medium	event_n1
medusa	animal_n1
meerkat	animal_n1
meeting	social_group_n1
megawatt	definite_quantity_n1
meiosis	phenomenon_n1
melanin	material_n1
melanocyte	Thing
melatonin	substance_n1
melody	auditory_communication_n1
melon	plant_part_n1
meltwater	material_n1
member	person_n1
membrane	artifact_n1
memorandum	Thing
memorization	process_n2
memory	knowledge_n1
menace	Thing
menarche	event_n1
meningitis	illness_n1
meniscus	body_part_n1
menopause	Thing
menstruation	phenomenon_n1
menu	message_n2
merchant	person_n1
mercury	element_n2
meringue	artifact_n1
meristem	plant_part_n1
mesoderm	body_part_n1
mesosphere	location_n1
mess	state_n4
message	message_n2
messenger	person_n1
metabolism	phenomenon_n1
metadata	Thing
metal	element_n2
metamorphism	phenomenon_n1
metamorphosis	phenomenon_n1
metaphase	period_n1
meteor	phenomenon_n1
meteorite	Thing
meteorologist	person_n1
meteorology	message_n2
meter	definite_quantity_n1
methane	material_n1
methionine	material_n1
method	knowledge_n1
methodology	knowledge_n1
metre	definite_quantity_n1
metro	social_group_n1
mg	definite_quantity_n1
mi	definite_quantity_n1
mica	material_n1
microbe	microorganism_n1
microbiology	knowledge_n1
microevolution	phenomenon_n1
micrometer	measuring_instrument_n1
micronutrient	substance_n1
microorganism	microorganism_n1
microphone	device_n1
microscope	device_n1
microtubule	body_part_n1
microwave	phenomenon_n1
midday	knowledge_n1
middle	location_n1
midge	insect_n1
midnight	knowledge_n1
midwife	person_n1
migraine	knowledge_n1
migrant	person_n1
migration	event_n1
migrator	person_n1
mike	device_n1
mile	definite_quantity_n1
mileage	Thing
milestone	event_n1
milk	food_n1
milkman	person_n1
milkweed	plant_n2
mill	device_n1
millepede	animal_n1
miller	person_n1
milligram	definite_quantity_n1
milliliter	definite_quantity_n1
millimeter	definite_quantity_n1
millionaire	person_n1
millipede	animal_n1
milo	plant_n2
mimic	person_n1
mimicry	activity_n1
min	Thing
mincemeat	food_n1
mind	knowledge_n1
minder	person_n1
mine	artifact_n1
miner	person_n1
mineral	material_n1
minister	person_n1
mink	animal_n1
minority	social_group_n1
minstrel	person_n1
mint	food_n1
minus	activity_n1
minute	Thing
miracle	event_n1
mirror	device_n1
mischief	activity_n1
misconception	knowledge_n1
misfortune	event_n1
mishap	phenomenon_n1
misinformation	message_n2
miss	event_n1
missile	transport_n1
mission	social_group_n1
mist	phenomenon_n1
mistake	event_n1
mistletoe	organism_n1
mite	animal_n1
mitochondrion	body_part_n1
mitosis	phenomenon_n1
mitt	equipment_n1
mitten	clothing_n1
mix-up	event_n1
mixer	artifact_n1
mixture	substance_n1
ml	definite_quantity_n1
mm	definite_quantity_n1
moa	bird_n1
moat	artifact_n1
mob	social_group_n1
mobile	shape_n2
mocassin	artifact_n1
moccasin	artifact_n1
mode	property_n3
modem	equipment_n1
modification	action_n1
module	knowledge_n1
moisture	state_n4
molar	body_part_n1
mold	shape_n2
mole	definite_quantity_n1
molecule	Thing
molehill	formation_n5
mollusc	animal_n1
mollusk	animal_n1
molly	fish_n1
mom	person_n1
moment	Thing
momentum	property_n3
monarch	person_n1
monastery	building_n1
money	Thing
mongoose	animal_n1
monitor	device_n1
monk	person_n1
monkey	animal_n1
monocot	plant_n2
monomer	material_n1
monosaccharide	material_n1
monotreme	animal_n1
monoxide	material_n1
monster	knowledge_n1
monte	activity_n1
month	period_n1
monument	artifact_n1
mood	feeling_n1
moon	Thing
moonbeam	phenomenon_n1
moonlight	phenomenon_n1
moose	animal_n1
mop	artifact_n1
moraine	material_n1
morality	quality_n1
morning	period_n1
morocco	material_n1
mortality	property_n3
morula	animal_n1
mosaic	artifact_n1
mosque	building_n1
mosquito	insect_n1
mosquitofish	fish_n1
moss	organism_n1
moth	insect_n1
mother	person_n1
motility	quality_n1
motion	event_n1
motivation	Thing
motive	Thing
motivity	quality_n1
motor	device_n1
motorbike	transport_n1
motorboat	transport_n1
motorway	artifact_n1
mound	equipment_n1
mount	formation_n5
mountain	formation_n5
mountaineering	action_n1
mountainside	formation_n5
mouse	animal_n1
moustache	Thing
mouth	body_part_n1
mouthful	indefinite_quantity_n1
mouthpart	body_part_n1
movement	action_n1
mover	person_n1
movie	event_n1
mower	tool_n1
mph	Thing
muck	material_n1
mucus	substance_n1
mud	material_n1
muddle	state_n4
mudslide	event_n1
mulch	artifact_n1
mule	animal_n1
mullet	fish_n1
multiplication	activity_n1
multitude	indefinite_quantity_n1
mummy	person_n1
mumps	illness_n1
municipality	location_n1
muntjac	animal_n1
mural	artifact_n1
murder	action_n1
murderer	person_n1
murmur	sound_n4
muscle	body_part_n1
muse	knowledge_n1
museum	artifact_n1
mush	Thing
mushroom	plant_n2
music	auditory_communication_n1
musician	person_n1
musk	substance_n1
muskmelon	plant_n2
muskrat	material_n1
mussel	substance_n1
mustache	Thing
mustard	plant_n2
mutagen	Thing
mutant	organism_n1
mutation	organism_n1
mutualism	Thing
muzzle	artifact_n1
mycelium	plant_part_n1
mycology	knowledge_n1
myelin	material_n1
mynah	bird_n1
myofibril	material_n1
myosin	material_n1
myriad	indefinite_quantity_n1
mystery	state_n4
nail	device_n1
nan	person_n1
nap	period_n1
napkin	artifact_n1
narrator	person_n1
narwhal	animal_n1
nation	social_group_n1
naturalist	person_n1
nature	Thing
nausea	knowledge_n1
navigation	activity_n1
nearness	Thing
nebula	material_n1
necessity	state_n4
neck	body_part_n1
necklace	artifact_n1
nectar	substance_n1
needle	plant_part_n1
negation	message_n2
neigh	sound_n4
neighbor	person_n1
neighborhood	location_n1
neighbour	person_n1
nekton	organism_n1
nematode	animal_n1
neocortex	body_part_n1
neon	element_n2
nephron	body_part_n1
nerve	body_part_n1
nest	Thing
net	device_n1
netball	activity_n1
nettle	plant_n2
network	Thing
neuron	Thing
neurotransmitter	material_n1
neutrality	event_n1
neutron	Thing
newcomer	person_n1
news	message_n2
newsagent	person_n1
newsletter	message_n2
newspaper	artifact_n1
newt	animal_n1
newton	definite_quantity_n1
nib	location_n1
nibbler	person_n1
niche	state_n4
nickel	element_n2
nicotine	material_n1
niece	person_n1
night	period_n1
nightcap	indefinite_quantity_n1
nightdress	clothing_n1
nightfall	knowledge_n1
nightmare	state_n4
nighttime	period_n1
nigra	person_n1
nil	Thing
nilgai	animal_n1
nimbus	phenomenon_n1
nipper	person_n1
nipple	body_part_n1
nit	Thing
nitrate	material_n1
nitrogen	element_n2
nm	definite_quantity_n1
nobody	person_n1
nod	action_n1
node	shape_n2
noise	sound_v2
nomenclature	Thing
nondisjunction	Thing
nonmetal	element_n2
nonsense	message_n2
nonsmoker	person_n1
noodle	substance_n1
nook	location_n1
noon	knowledge_n1
norm	Thing
nose	body_part_n1
nostril	body_part_n1
notation	written_language_n1
note	written_language_n1
notebook	artifact_n1
nothing	Thing
nothingness	state_n4
notice	process_n2
notion	knowledge_n1
notochord	body_part_n1
nought	definite_quantity_n1
noun	Thing
nourishment	food_n1
nova	heavenly_body_n1
novel	written_language_n1
nozzle	artifact_n1
nucleon	Thing
nucleotide	material_n1
nucleus	body_part_n1
nudge	action_n1
nugget	Thing
nuisance	knowledge_n1
numbat	animal_n1
number	property_n3
numbness	knowledge_n1
nun	person_n1
nurse	person_n1
nursery	artifact_n1
nut	plant_part_n1
nutcracker	artifact_n1
nutria	animal_n1
nutrient	food_n1
nutrition	phenomenon_n1
nutshell	Thing
nyala	animal_n1
nylon	material_n1
nymph	knowledge_n1
oak	material_n1
oar	artifact_n1
oasis	location_n1
oat	plant_n2
oatmeal	food_n1
obesity	property_n3
object	Thing
obligation	event_n1
observation	knowledge_n1
observatory	building_n1
observer	person_n1
obsidian	material_n1
obstacle	knowledge_n1
occasion	event_n1
occupant	person_n1
occupation	activity_n1
occurrence	event_n1
ocean	water_n2
ocelot	animal_n1
octane	material_n1
octopus	substance_n1
odometer	measuring_instrument_n1
odor	property_n3
offal	Thing
offense	activity_n1
offer	message_n2
office	artifact_n1
officer	person_n1
official	person_n1
offset	Thing
offshoot	phenomenon_n1
offspring	person_n1
ogre	person_n1
ohm	definite_quantity_n1
oil	material_n1
okapi	animal_n1
oleander	plant_n2
omega	event_n1
omelette	food_n1
omission	event_n1
omnivore	person_n1
oncogene	Thing
onion	plant_part_n1
onset	event_n1
ontology	knowledge_n1
oocyte	Thing
oogenesis	phenomenon_n1
opener	event_n1
opera	auditory_communication_n1
operation	activity_n1
operator	Thing
operon	material_n1
opinion	knowledge_n1
opossum	animal_n1
opponent	person_n1
opportunity	state_n4
opposition	action_n1
opsonin	material_n1
optician	person_n1
optimisation	action_n1
optimization	action_n1
option	process_n2
orange	plant_part_n1
orangutan	animal_n1
orb	body_part_n1
orbit	location_n1
orca	animal_n1
orchard	location_n1
orchestra	social_group_n1
orchid	plant_n2
order	Thing
ordnance	artifact_n1
ore	material_n1
organ	body_part_n1
organelle	body_part_n1
organism	organism_n1
