Word	POS	Verified	Category	Canonical Name	WNet SenseKey	WN30 Synset	KM30 Name	WN2.0 Synset	KM20 Name	WordNet gloss	WordNet example usage
African	adj				african%3:01:00::	302941790	African_a1	302798382	African_a1	of or relating to the nations of Africa or their peoples;	African languages
after	r	okay	reltemp		after%4:02:01::	400061203	later_r1	400062236	later_r1	happening at a time subsequent to a reference time;	he apologized subsequently; he's going to the store but he'll be back here later; it didn't happen until afterward; two hours after that
afternoon	n	okay	time	afternoon	afternoon%1:28:00::	115166191	afternoon_n1	114307094	afternoon_n1	the part of the day between noon and evening;	he spent a quiet afternoon in the park
afterward	r				afterward%4:02:00::	400061203	later_r1	400062236	later_r1	happening at a time subsequent to a reference time;	he apologized subsequently; he's going to the store but he'll be back here later; it didn't happen until afterward; two hours after that
afterwards	r				afterwards%4:02:00::	400061203	later_r1	400062236	later_r1	happening at a time subsequent to a reference time;	he apologized subsequently; he's going to the store but he'll be back here later; it didn't happen until afterward; two hours after that
again	r	okay	?		again%4:02:00::	400040365	again_r1	400041407	again_r1	anew;	she tried again; they rehearsed the scene again
age	n	okay	att	age	age%1:07:00::	104924103	age_n1	104675601	age_n1	how long something has existed;	it was replaced because of its age
agency	n	y	org	agency	agency%1:14:00::	108337324	office_n2	107829789	office_n2	an administrative unit of government;	the Central Intelligence Agency; the Census Bureau; Office of Management and Budget; Tennessee Valley Authority
agent	n		role	agent	agent%1:17:00::	109190918	agent_n1	108618846	agent_n1	an active and efficient cause; capable of producing a certain effect;	their research uncovered new disease agents
aggregate	n			aggregate	aggregate%1:14:00::	108418103	congeries_n1	107906938	aggregate_n1	a sum total of many heterogenous things taken together	
aggregation	n			collection	aggregation%1:14:00::	107951464	collection_n1	107470940	collection_n1	several things grouped together or considered as a whole	
aggression	n			aggression	aggression%1:07:00::	104658268	aggression_n1	104469742	aggression_n1	a disposition to behave aggressively	
aggressive	adj				aggressive%3:00:00::	300082241	aggressive_a1	300086712	aggressive_a1	having or showing determination and energetic pursuit of your ends;	an aggressive businessman; an aggressive basketball player; he was aggressive and imperious; positive in his convictions; aggressive drivers
aggressively	r				aggressively%4:02:00::	400049947	sharply_r1	400051191	sharply_r1	in an aggressive manner;	she was being sharply questioned
aggressiveness	n	y		aggressiveness	aggressiveness%1:07:01::	104643662	pugnacity_n1	104459341	pugnacity_n1	a natural disposition to be hostile	
agile	adj				agile%5:00:00:active:01	300032733	quick_s3	300033924	quick_s3	moving quickly and lightly;	sleek and agile as a gymnast; as nimble as a deer; nimble fingers; quick of foot; the old dog was so spry it was halfway up the stairs before we could stop it
agitate	v				agitate%2:41:00::	202585050	agitate_v1	202508098	agitate_v1	try to stir up public opinion	
ago	r				ago%4:02:00::	400074095	ago_r1	400074978	ago_r1	in the past;	long ago; sixty years ago my grandfather came to the U.S.
agouti	n		animal	agouti	agouti%1:05:00::	102366002	agouti_n1	102279879	agouti_n1	agile long-legged rabbit-sized rodent of Central America and South America and the West Indies; valued as food	
agree	v				agree%2:32:00::	200805376	agree_v1	200779329	agree_v1	be in accord; be in agreement;	We agreed on the terms of the settlement; I can't agree with you!; I hold with those who say life is sacred; Both philosophers concord on this point
agreeable	adj				agreeable%5:00:00:consistent:00	300577122	concordant_s1	300549724	concordant_s1	in keeping;	salaries agreeable with current trends; plans conformable with your wishes; expressed views concordant with his background
agreement	n			agreement	agreement%1:10:01::	106770275	agreement_n1	106354408	agreement_n1	the statement (oral or written) of an exchange of promises;	they had an agreement that they would not interfere in each other's business; there was an understanding between management and the workers
agricultural	adj				agricultural%3:01:00::	302790222	agricultural_a1	302667753	agricultural_a1	relating to or used in or promoting agriculture or farming;	agricultural engineering; modern agricultural (or farming) methods; agricultural (or farm) equipment; an agricultural college
agriculture	n			agriculture	agriculture%1:04:01::	101104406	agriculture_n1	101041072	agriculture_n1	a large-scale farming enterprise	
agua	n			agua	agua%1:05:00::	101646388	agua_n1	101567938	agua_n1	largest known toad species; native to Central America; valuable destroyer of insect pests	
ahead	r				ahead%4:02:00::	400066781	in_front_r1	400067556	in_front_r1	at or in the front;	I see the lights of a town ahead; the road ahead is foggy; staring straight ahead; we couldn't see over the heads of the people in front; with the cross of Jesus marching on before
aid	v	okay	act		aid%2:41:00::	202547586	help_v1	202472355	help_v1	give help or assistance; be of service;	Everyone helped out during the earthquake; Can you help me carry this table?; She never helps around the house
ailment	n		ill	ailment	ailment%1:26:00::	114055408	ailment_n1	113253840	ailment_n1	an often persistent bodily disorder or disease; a cause for complaining	
aim	n			purpose	aim%1:09:00::	105982152	purpose_n1	105631111	purpose_n1	an anticipated outcome that is intended or that guides your planned actions;	his intent was to provide a new translation; good intentions are not enough; it was created with the conscious aim of answering immediate needs; he made no secret of his designs
air	n	okay	subst	air	air%1:27:00::	114841267	air_n1	113996249	air_n1	a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of;	air pollution; a smell of chemicals in the air; open a window and let in some air; I need some fresh air
airborne	adj				airborne%5:00:00:mobile:00	301522895	airborne_s1	301472604	airborne_s1	moved or conveyed by or through air	
aircraft	n		trans	aircraft	aircraft%1:06:00::	102686568	aircraft_n1	102594490	aircraft_n1	a vehicle that can fly	
airlift	v				airlift%2:35:00::	201452057	lift_v16	201410759	lift_v16	fly people or goods to or from places not accessible by other means;	Food is airlifted into Bosnia
airplane	n	okay	trans	plane	airplane%1:06:00::	102691156	plane_n1	102599023	plane_n1	an aircraft that has a fixed wing and is powered by propellers or jets;	the flight was delayed due to trouble with the airplane
airport	n		building	airport	airport%1:06:00::	102692232	airport_n1	102600118	airport_n1	an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo	
airtight	adj	y			airtight%5:00:00:tight:02	301398528	airtight_s2	301349859	airtight_s2	not allowing air or gas to pass in or out	
airway	n	okay	bpart	trachea	trachea%1:08:01::	105531814	trachea_n1	105215138	trachea_n1	membranous tube with cartilaginous rings that conveys inhaled air from the larynx to the bronchi	
Alabama	n		loc	Alabama	alabama%1:15:00::	109053185	Alabama_n1	108490543	Alabama_n1	a state in the southeastern United States on the Gulf of Mexico; one of the Confederate states during the American Civil War	
alanine	n		subst	alanine	alanine%1:27:00::	114602490	alanine_n1	113766456	alanine_n1	a crystalline amino acid that occurs in many proteins	
alarm	n	y		alarm	alarm%1:06:01::	102694662	alarm_n4	102602665	alarm_n4	a clock that wakes a sleeper at some preset time	
alarm	v	y			alarm%2:32:00::	200872414	alert_v1	200843400	alert_v1	warn or arouse to a sense of danger or call to a state of preparedness;	The empty house alarmed him; We alerted the new neighbors to the high rate of burglaries
alarm	adj	y				300077645	afraid_a1	300082223	afraid(p)_a1	filled with fear or apprehension;	afraid even to turn his head; suddenly looked afraid; afraid for his life; afraid of snakes; afraid to ask questions
Alaska	n		loc	Alaska	alaska%1:15:00::	109055015	Alaska_n1	108492325	Alaska_n1	a state in northwestern North America; the 49th state admitted to the union;	Alaska is the largest state in the United States
Albania	n		loc	Albania	albania%1:15:00::	108704822	Albania_n1	108171998	Albania_n1	a republic in southeastern Europe on the Adriatic coast of the Balkan Peninsula	
Albany	n		loc	Albany	albany%1:15:00::	109118313	Albany_n1	108552494	Albany_n1	state capital of New York; located in eastern New York State on the west bank of the Hudson river	
albatross	n	y		albatross	albatross%1:05:00::	102058221	mollymawk_n1	101975491	mollymawk_n1	large web-footed birds of the southern hemisphere having long narrow wings; noted for powerful gliding flight	
Alberta	n		loc	Alberta	alberta%1:15:00::	108822202	Alberta_n1	108277591	Alberta_n1	one of the three prairie provinces in western Canada; rich in oil and natural gas and minerals	
albinism	n			albinism	albinism%1:26:00::	114152279	albinism_n1	113346449	albinism_n1	the congenital absence of pigmentation in the eyes and skin and hair	
albino	n		human	albino	albino%1:18:00::	109781650	albino_n1	109161161	albino_n1	a person with congenital albinism: white hair and milky skin; eyes are usually pink	
album	n	y	obj	album	album%1:10:00::	106591815	album_n1	106185132	album_n1	one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc	
albumen	n		subst	albumen	albumen%1:27:00::	114731509	albumin_n1	113890040	albumin_n1	a simple water-soluble protein found in many animal tissues and liquids	
alcohol	n	okay	subst	alcohol	alcohol%1:13:00::	107884567	alcohol_n1	107408983	alcohol_n1	a liquor or brew containing alcohol as the active agent;	alcohol (or drink) ruined him
alcoholic	adj				alcoholic%3:00:00::	301158596	alcoholic_a1	301118479	alcoholic_a1	characteristic of or containing alcohol;	alcoholic drinks
alder	n		plant	alder	alder%1:20:02::	112284665	alder_n1	111536461	alder_n1	wood of any of various alder trees; resistant to underwater rot; used for bridges etc	
alert	v				alert%2:32:00::	200872414	alert_v1	200843400	alert_v1	warn or arouse to a sense of danger or call to a state of preparedness;	The empty house alarmed him; We alerted the new neighbors to the high rate of burglaries
alga	n		living	algae	alga%1:05:00::	101397114	algae_n1	101321526	algae_n1	primitive chlorophyll-containing mainly aquatic eukaryotic organisms lacking true stems and roots and leaves	
algae	n		living	algae	algae%1:05:00::	101397114	algae_n1	101321526	algae_n1	primitive chlorophyll-containing mainly aquatic eukaryotic organisms lacking true stems and roots and leaves	
algal	adj				algal%3:01:00::	302832586	algal_a1	302703362	algal_a1	of or relating to alga	
Algeria	n		loc	Algeria	algeria%1:15:00::	108705397	Algerie_n1	108172551	Algerie_n1	a republic in northwestern Africa on the Mediterranean Sea with a population that is predominantly Sunni Muslim; colonized by France in the 19th century but gained autonomy in the early 1960s	
Algerian	adj				algerian%3:01:00::	302977826	Algerian_a1	302829269	Algerian_a1	of or relating to or characteristic of Algeria or its inhabitants;	Algerian towns
alien	adj	y				301034457	foreign_a2	300992018	foreign_a2	relating to or originating in or characteristic of another place or part of the world;	foreign nations; a foreign accent; on business in a foreign city
alien	n	y		alien	alien%1:18:01::	110661002	stranger_n1	109966294	stranger_n1	anyone who does not belong in the environment in which they are found	
alight	v				alight%2:38:01::	201978700	light_v3	201920766	light_v3	to come to rest, settle;	Misfortune lighted upon him
align	v				align%2:30:00::	200464321	adjust_v2	200451262	adjust_v2	place in a line or arrange so as to be parallel or straight;	align the car with the curb; align the sheets of paper on the table
alike	r				alike%4:02:00::	400069672	alike_r1	400070447	alike_r1	equally;	parents and teachers alike demanded reforms
alimentary	adj				alimentary%5:00:00:wholesome:00	302557719	nutrient_s1	302467504	nutrient_s1	of or providing nourishment;	good nourishing stew
alive	adj	okay	quality		alive%3:00:04::	300118567	animated_a1	300124982	animated_a1	having life or vigor or spirit;	an animated and expressive face; animated conversation; became very animated when he heard the good news
alkali	n		subst	alkali	alkali%1:27:00::	114618253	alkali_n1	113781606	base_n1	any of various water-soluble compounds capable of turning litmus blue and reacting with an acid to form a salt and water;	bases include oxides and hydroxides of metals and ammonia
alkaline	adj				alkaline%3:00:00::	300025728	alkaline_a1	300027313	alkaline_a1	relating to or containing an alkali; having a pH greater than 7;	alkaline soils derived from chalk or limestone
