QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
1.00	most	Libyan	has-part	plasma membrane	Most Libyan has (part) plasma membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Libyan	has-part	section	Most Libyan has (part) sections.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	Libyan	has-part	vacuole	Most Libyan has (part) vacuoles.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	lid	has-part	corpus	Most lids have (part) corpi.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	lid	has-part	eyelash	Most lids have (part) eyelashs.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	lid	has-part	section	Most lids have (part) sections.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	lifeboat	has-part	anchor	Most lifeboats have (part) anchors.	-	y	n	n	transport_n1	device_n1	WordNet3.0
1.00	most	lifeboat	has-part	base	Most lifeboats have (part) bases.	-	y	n	n	transport_n1	artifact_n1	WordNet3.0
1.00	most	lifeboat	has-part	hull	Most lifeboats have (part) hulls.	-	y	n	n	transport_n1	artifact_n1	WordNet3.0
1.00	most	lifeboat	has-part	rib	Most lifeboats have (part) ribs.	-	y	n	n	transport_n1	device_n1	WordNet3.0
1.00	most	lifeboat	has-part	rider plate	Most lifeboats have (part) rider plates.	-	y	n	n	transport_n1	Thing	WordNet3.0
1.00	most	lifeboat	has-part	rudder blade	Most lifeboats have (part) rudder blades.	-	y	n	n	transport_n1	Thing	WordNet3.0
1.00	most	lifeboat	has-part	section	Most lifeboats have (part) sections.	-	y	n	n	transport_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	arm	Most lifeguards have (part) arms.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	lifeguard	has-part	body substance	Most lifeguards have (part) body substances.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	cell membrane	Most lifeguards have (part) cell membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	cell	Most lifeguards have (part) cells.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	corpus	Most lifeguards have (part) corpi.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	cytoplasm	Most lifeguards have (part) cytoplasm.	-	y	n	n	person_n1	substance_n1	WordNet3.0
1.00	most	lifeguard	has-part	head	Most lifeguards have (part) heads.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	lifeguard	has-part	human body	Most lifeguards have (part) human bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	leg	Most lifeguards have (part) legs.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	lifeguard	has-part	material body	Most lifeguards have (part) material bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	neck	Most lifeguards have (part) necks.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	lifeguard	has-part	nucleus	Most lifeguards have (part) nuclei.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	lifeguard	has-part	personality	Most lifeguards have (part) personality.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	plasma membrane	Most lifeguards have (part) plasma membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	section	Most lifeguards have (part) sections.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	lifeguard	has-part	vacuole	Most lifeguards have (part) vacuoles.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	lifespan	has-part	birth	Most lifespans have (part) births.	-	y	n	n	period_n1	Thing	WordNet3.0
1.00	most	lifetime	has-part	birth	Most lifetimes have (part) births.	-	y	n	n	period_n1	Thing	WordNet3.0
1.00	most	ligament	has-part	cell membrane	Most ligaments have (part) cell membranes.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	ligament	has-part	corpus	Most ligaments have (part) corpi.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	ligament	has-part	cytoplasm	Most ligaments have (part) cytoplasm.	-	y	n	n	body_part_n1	substance_n1	WordNet3.0
1.00	most	ligament	has-part	ground substance	Most ligaments have (part) ground substances.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	ligament	has-part	mast cell	Most ligaments have (part) mast cells.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	ligament	has-part	nucleus	Most ligaments have (part) nuclei.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	ligament	has-part	plasma membrane	Most ligaments have (part) plasma membranes.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	ligament	has-part	section	Most ligaments have (part) sections.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	ligament	has-part	vacuole	Most ligaments have (part) vacuoles.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	light	has-part	photon	Most light has (part) photons.	-	y	n	n	phenomenon_n1	Thing	WordNet3.0
1.00	most	light	has-part	section	Most light has (part) sections.	-	y	n	n	phenomenon_n1	Thing	WordNet3.0
1.00	most	lightbulb	has-part	section	Most lightbulbs have (part) sections.	-	y	n	n	device_n1	Thing	WordNet3.0
1.00	most	lighthouse	has-part	base	Most lighthouses have (part) bases.	-	y	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	lighthouse	has-part	section	Most lighthouses have (part) sections.	-	y	n	n	artifact_n1	Thing	WordNet3.0
1.00	most	lilac	has-part	cell membrane	Most lilacs have (part) cell membranes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lilac	has-part	cell	Most lilacs have (part) cells.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lilac	has-part	corpus	Most lilacs have (part) corpi.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lilac	has-part	cytoplasm	Most lilacs have (part) cytoplasm.	-	y	n	n	plant_n2	substance_n1	WordNet3.0
1.00	most	lilac	has-part	nucleus	Most lilacs have (part) nuclei.	-	y	n	n	plant_n2	body_part_n1	WordNet3.0
1.00	most	lilac	has-part	plasma membrane	Most lilacs have (part) plasma membranes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lilac	has-part	section	Most lilacs have (part) sections.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lilac	has-part	vacuole	Most lilacs have (part) vacuoles.	-	y	n	n	plant_n2	body_part_n1	WordNet3.0
1.00	most	lilac	has-part	xylem	Most lilacs have (part) xylem.	-	y	n	n	plant_n2	plant_part_n1	WordNet3.0
1.00	most	lily	has-part	cell membrane	Most lilies have (part) cell membranes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lily	has-part	cell	Most lilies have (part) cells.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lily	has-part	corpus	Most lilies have (part) corpi.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lily	has-part	cytoplasm	Most lilies have (part) cytoplasm.	-	y	n	n	plant_n2	substance_n1	WordNet3.0
1.00	most	lily	has-part	nucleus	Most lilies have (part) nuclei.	-	y	n	n	plant_n2	body_part_n1	WordNet3.0
1.00	most	lily	has-part	plasma membrane	Most lilies have (part) plasma membranes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lily	has-part	section	Most lilies have (part) sections.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	lily	has-part	vacuole	Most lilies have (part) vacuoles.	-	y	n	n	plant_n2	body_part_n1	WordNet3.0
1.00	most	limb	has-part	corpus	Most limbs have (part) corpi.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	ling	has-part	cell membrane	Most lings have (part) cell membranes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	ling	has-part	cell	Most lings have (part) cells.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	ling	has-part	corpus	Most lings have (part) corpi.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	ling	has-part	cytoplasm	Most lings have (part) cytoplasm.	-	y	n	n	plant_n2	substance_n1	WordNet3.0
1.00	most	ling	has-part	leaf shape	Most lings have (part) leaf shapes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	ling	has-part	nucleus	Most lings have (part) nuclei.	-	y	n	n	plant_n2	body_part_n1	WordNet3.0
1.00	most	ling	has-part	pad	Most lings have (part) pads.	-	y	n	n	plant_n2	plant_part_n1	WordNet3.0
1.00	most	ling	has-part	plasma membrane	Most lings have (part) plasma membranes.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	ling	has-part	section	Most lings have (part) sections.	-	y	n	n	plant_n2	Thing	WordNet3.0
1.00	most	ling	has-part	vacuole	Most lings have (part) vacuoles.	-	y	n	n	plant_n2	body_part_n1	WordNet3.0
1.00	most	lining	has-part	section	Most linings have (part) sections.	-	y	n	n	artifact_n1	Thing	WordNet3.0
1.00	most	lion	has-part	brain	Most lions have (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	breast	Most lions have (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	cell membrane	Most lions have (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lion	has-part	cell	Most lions have (part) cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lion	has-part	chest cavity	Most lions have (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lion	has-part	chest	Most lions have (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	corpus	Most lions have (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lion	has-part	cytoplasm	Most lions have (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	lion	has-part	ear	Most lions have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	face	Most lions have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	head	Most lions have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	mane	Most lions have (part) manes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lion	has-part	nucleus	Most lions have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	pad	Most lions have (part) pads.	-	y	n	n	animal_n1	plant_part_n1	WordNet3.0
1.00	most	lion	has-part	paw	Most lions have (part) paws.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	pilus	Most lions have (part) piluses.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	plasma membrane	Most lions have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lion	has-part	rib cage	Most lions have (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lion	has-part	section	Most lions have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lion	has-part	skull	Most lions have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	sternum	Most lions have (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lion	has-part	vacuole	Most lions have (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	brain	Most lionesses have (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	breast	Most lionesses have (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	cell membrane	Most lionesses have (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lioness	has-part	cell	Most lionesses have (part) cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lioness	has-part	chest cavity	Most lionesses have (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lioness	has-part	chest	Most lionesses have (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	corpus	Most lionesses have (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lioness	has-part	cytoplasm	Most lionesses have (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	lioness	has-part	ear	Most lionesses have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	face	Most lionesses have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	head	Most lionesses have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	mane	Most lionesses have (part) manes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lioness	has-part	nucleus	Most lionesses have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	pad	Most lionesses have (part) pads.	-	y	n	n	animal_n1	plant_part_n1	WordNet3.0
1.00	most	lioness	has-part	paw	Most lionesses have (part) paws.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	pilus	Most lionesses have (part) piluses.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	plasma membrane	Most lionesses have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lioness	has-part	rib cage	Most lionesses have (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lioness	has-part	section	Most lionesses have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lioness	has-part	skull	Most lionesses have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	sternum	Most lionesses have (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lioness	has-part	vacuole	Most lionesses have (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lip	has-part	corpus	Most lips have (part) corpi.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	lip	has-part	lobe	Most lips have (part) lobes.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	lipase	has-part	atom	Most lipases have (part) atoms.	-	y	n	n	material_n1	substance_n1	WordNet3.0
1.00	most	lipase	has-part	chemical chain	Most lipases have (part) chemical chain.	-	y	n	n	material_n1	Thing	WordNet3.0
1.00	most	lipase	has-part	chemical group	Most lipases have (part) chemical groups.	-	y	n	n	material_n1	Thing	WordNet3.0
1.00	most	lipid	has-part	atom	Most lipids have (part) atoms.	-	y	n	n	material_n1	substance_n1	WordNet3.0
1.00	most	lipid	has-part	chemical chain	Most lipids have (part) chemical chain.	-	y	n	n	material_n1	Thing	WordNet3.0
1.00	most	lipid	has-part	chemical group	Most lipids have (part) chemical groups.	-	y	n	n	material_n1	Thing	WordNet3.0
1.00	most	lipstick	has-part	section	Most lipsticks have (part) sections.	-	y	n	n	artifact_n1	Thing	WordNet3.0
1.00	most	list	has-part	item	Most lists have (part) items.	-	y	n	n	message_n2	Thing	WordNet3.0
1.00	most	listener	has-part	arm	Most listeners have (part) arms.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	listener	has-part	body substance	Most listeners have (part) body substances.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	cell membrane	Most listeners have (part) cell membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	cell	Most listeners have (part) cells.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	corpus	Most listeners have (part) corpi.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	cytoplasm	Most listeners have (part) cytoplasm.	-	y	n	n	person_n1	substance_n1	WordNet3.0
1.00	most	listener	has-part	head	Most listeners have (part) heads.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	listener	has-part	human body	Most listeners have (part) human bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	leg	Most listeners have (part) legs.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	listener	has-part	material body	Most listeners have (part) material bodies.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	neck	Most listeners have (part) necks.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	listener	has-part	nucleus	Most listeners have (part) nuclei.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	listener	has-part	personality	Most listeners have (part) personality.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	plasma membrane	Most listeners have (part) plasma membranes.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	section	Most listeners have (part) sections.	-	y	n	n	person_n1	Thing	WordNet3.0
1.00	most	listener	has-part	vacuole	Most listeners have (part) vacuoles.	-	y	n	n	person_n1	body_part_n1	WordNet3.0
1.00	most	liter	has-part	centiliter	Most liters have (part) centiliters.	-	y	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	liter	has-part	cl	Most liters have (part) cls.	-	y	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	lithium	has-part	atom	Most lithiums have (part) atoms.	-	y	n	n	element_n2	substance_n1	WordNet3.0
1.00	most	lithosphere	has-part	asthenosphere	Most lithospheres have (part) asthenospheres.	-	y	n	n	location_n1	location_n1	WordNet3.0
1.00	most	lithosphere	has-part	crust	Most lithospheres have (part) crust.	-	y	n	n	location_n1	location_n1	WordNet3.0
1.00	most	lithosphere	has-part	gap	Most lithospheres have (part) gaps.	-	y	n	n	location_n1	shape_n2	WordNet3.0
1.00	most	lithosphere	has-part	waters	Most lithospheres have (part) waters.	-	y	n	n	location_n1	water_n2	WordNet3.0
1.00	most	litre	has-part	centiliter	Most litres have (part) centiliters.	-	y	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	litre	has-part	cl	Most litres have (part) cls.	-	y	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	liver	has-part	bile duct	Most livers have (part) bile ducts.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	liver	has-part	cell membrane	Most livers have (part) cell membranes.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	liver	has-part	corpus	Most livers have (part) corpi.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	liver	has-part	cytoplasm	Most livers have (part) cytoplasm.	-	y	n	n	body_part_n1	substance_n1	WordNet3.0
1.00	most	liver	has-part	nucleus	Most livers have (part) nuclei.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	liver	has-part	plasma membrane	Most livers have (part) plasma membranes.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	liver	has-part	section	Most livers have (part) sections.	-	y	n	n	body_part_n1	Thing	WordNet3.0
1.00	most	liver	has-part	vacuole	Most livers have (part) vacuoles.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	liverwort	has-part	cell membrane	Most liverworts have (part) cell membranes.	-	y	n	n	organism_n1	Thing	WordNet3.0
1.00	most	liverwort	has-part	cell	Most liverworts have (part) cells.	-	y	n	n	organism_n1	Thing	WordNet3.0
1.00	most	liverwort	has-part	corpus	Most liverworts have (part) corpi.	-	y	n	n	organism_n1	Thing	WordNet3.0
1.00	most	liverwort	has-part	cytoplasm	Most liverworts have (part) cytoplasm.	-	y	n	n	organism_n1	substance_n1	WordNet3.0
1.00	most	liverwort	has-part	nucleus	Most liverworts have (part) nuclei.	-	y	n	n	organism_n1	body_part_n1	WordNet3.0
1.00	most	liverwort	has-part	plasma membrane	Most liverworts have (part) plasma membranes.	-	y	n	n	organism_n1	Thing	WordNet3.0
1.00	most	liverwort	has-part	section	Most liverworts have (part) sections.	-	y	n	n	organism_n1	Thing	WordNet3.0
1.00	most	liverwort	has-part	vacuole	Most liverworts have (part) vacuoles.	-	y	n	n	organism_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	brain	Most livestock has (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	breast	Most livestock has (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	cell membrane	Most livestock has (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	livestock	has-part	cell	Most livestock has (part) cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	livestock	has-part	chest cavity	Most livestock has (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	livestock	has-part	chest	Most livestock has (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	corpus	Most livestock has (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	livestock	has-part	cytoplasm	Most livestock has (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	livestock	has-part	ear	Most livestock has (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	face	Most livestock has (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	head	Most livestock has (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	nucleus	Most livestock has (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	pedal extremity	Most livestock has (part) pedal extremities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	livestock	has-part	pilus	Most livestock has (part) piluses.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	plasma membrane	Most livestock has (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	livestock	has-part	rib cage	Most livestock has (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	livestock	has-part	section	Most livestock has (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	livestock	has-part	skull	Most livestock has (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	sternum	Most livestock has (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	vacuole	Most livestock has (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	livestock	has-part	vertebrate foot	Most livestock has (part) vertebrate feet.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	brain	Most lizards have (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	breast	Most lizards have (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	cell membrane	Most lizards have (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	cell	Most lizards have (part) cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	chest cavity	Most lizards have (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	chest	Most lizards have (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	corpus	Most lizards have (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	cytoplasm	Most lizards have (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	lizard	has-part	ear	Most lizards have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	face	Most lizards have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	head	Most lizards have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	nucleus	Most lizards have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	pedal extremity	Most lizards have (part) pedal extremities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	plasma membrane	Most lizards have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	rib cage	Most lizards have (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	section	Most lizards have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	lizard	has-part	skull	Most lizards have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	sternum	Most lizards have (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	vacuole	Most lizards have (part) vacuoles.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	lizard	has-part	vertebrate foot	Most lizards have (part) vertebrate feet.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	brain	Most llamas have (part) brains.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	breast	Most llamas have (part) breasts.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	cannon bone	Most llamas have (part) cannon bones.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	cell membrane	Most llamas have (part) cell membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	cell	Most llamas have (part) cells.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	chest cavity	Most llamas have (part) chest cavities.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	chest	Most llamas have (part) chests.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	corpus	Most llamas have (part) corpi.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	cytoplasm	Most llamas have (part) cytoplasm.	-	y	n	n	animal_n1	substance_n1	WordNet3.0
1.00	most	llama	has-part	ear	Most llamas have (part) ears.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	face	Most llamas have (part) faces.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	head	Most llamas have (part) heads.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	hip socket	Most llamas have (part) hip sockets.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	hoof	Most llamas have (part) hoofs.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	nucleus	Most llamas have (part) nuclei.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	pilus	Most llamas have (part) piluses.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	plasma membrane	Most llamas have (part) plasma membranes.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	rib cage	Most llamas have (part) rib cages.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	section	Most llamas have (part) sections.	-	y	n	n	animal_n1	Thing	WordNet3.0
1.00	most	llama	has-part	skull	Most llamas have (part) skulls.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
1.00	most	llama	has-part	sternum	Most llamas have (part) sterna.	-	y	n	n	animal_n1	body_part_n1	WordNet3.0
