QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
1.00	most	kudu	isa	antelope	Kudu isa antelope.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	kudzu	isa	vine	Kudzu isa vine.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	Kuwait	isa	thing	Kuwait isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	kyphosis	isa	abnormality	Kyphosis isa abnormality.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	Kyrgyzstan	isa	thing	Kyrgyzstan isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	l	isa	unit	L isa unit.	1.00	n	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	la	isa	syllable	La isa syllable.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	lab	isa	workplace	Lab isa workplace.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	labium	isa	body part	Labium isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	labor	isa	activity	Labor isa activity.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	laboratory	isa	workplace	Laboratory isa workplace.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	lac	isa	material	Lac isa material.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	lac	isa	stuff	Lac isa stuff.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	lack	isa	condition	Lack isa condition.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	lacrosse	isa	game	Lacrosse isa game.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	lactation	isa	period	Lactation isa period.	1.00	n	n	n	period_n1	period_n1	WordNet3.0
1.00	most	lactose	isa	carbohydrate	Lactose isa carbohydrate.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	lad	isa	individual	Lad isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	lad	isa	person	Lad isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	lad	isa	somebody	Lad isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	lad	isa	someone	Lad isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	ladder	isa	staircase	Ladder isa staircase.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	lady	isa	woman	Lady isa woman.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	ladybird	isa	beetle	Ladybird isa beetle.	1.00	n	n	n	insect_n1	insect_n1	WordNet3.0
1.00	most	ladybug	isa	beetle	Ladybug isa beetle.	1.00	n	n	n	insect_n1	insect_n1	WordNet3.0
1.00	most	lagoon	isa	lake	Lagoon isa lake.	1.00	n	n	n	water_n2	water_n2	WordNet3.0
1.00	most	lake	isa	waters	Lake isa waters.	1.00	n	n	n	water_n2	water_n2	WordNet3.0
1.00	most	lamb	isa	animal	Lamb isa animal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lamb	isa	beast	Lamb isa beast.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lamb	isa	creature	Lamb isa creature.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lamp	isa	device	Lamp isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	lamprey	isa	vertebrate	Lamprey isa vertebrate.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lampshade	isa	artifact	Lampshade isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	Lancashire	isa	thing	Lancashire isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	lancelet	isa	animal	Lancelet isa animal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lancelet	isa	beast	Lancelet isa beast.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lancelet	isa	creature	Lancelet isa creature.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	land	isa	object	Land isa object.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	landfill	isa	formation	Landfill isa formation.	1.00	n	n	n	formation_n5	formation_n5	WordNet3.0
1.00	most	landmark	isa	position	Landmark isa position.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	landmass	isa	ground	Landmass isa ground.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	landmass	isa	land	Landmass isa land.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	landscape	isa	scenery	Landscape isa scenery.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	landslide	isa	triumph	Landslide isa triumph.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	landslide	isa	victory	Landslide isa victory.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	lane	isa	artifact	Lane isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	language	isa	entity	Language isa entity.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	langur	isa	monkey	Langur isa monkey.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lantern	isa	lamp	Lantern isa lamp.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	lap	isa	thigh	Lap isa thigh.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	laptop	isa	computer	Laptop isa computer.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	larder	isa	food	Larder isa food.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	larder	isa	nutrient	Larder isa nutrient.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	largemouth	isa	fish	Largemouth isa fish.	1.00	n	n	n	fish_n1	fish_n1	WordNet3.0
1.00	most	larva	isa	animal	Larva isa animal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	larva	isa	beast	Larva isa beast.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	larva	isa	creature	Larva isa creature.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	larynx	isa	body part	Larynx isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	larynx	isa	organ	Larynx isa organ.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	lasagna	isa	nourishment	Lasagna isa nourishment.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	lasagna	isa	sustenance	Lasagna isa sustenance.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	laser	isa	device	Laser isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	latch	isa	device	Latch isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	latency	isa	interval	Latency isa interval.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	latex	isa	material	Latex isa material.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	latex	isa	stuff	Latex isa stuff.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	lather	isa	foam	Lather isa foam.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	Latin	isa	language	Latin isa language.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	latitude	isa	angle	Latitude isa angle.	1.00	n	n	n	shape_n2	shape_n2	WordNet3.0
1.00	most	latter	isa	status	Latter isa status.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	Latvia	isa	thing	Latvia isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	laughter	isa	auditory communication	Laughter isa auditory communication.	1.00	n	n	n	auditory_communication_n1	auditory_communication_n1	WordNet3.0
1.00	most	launcher	isa	armament	Launcher isa armament.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	laundry	isa	commodity	Laundry isa commodity.	1.00	n	n	n	clothing_n1	artifact_n1	WordNet3.0
1.00	most	laundry	isa	garment	Laundry isa garment.	1.00	n	n	n	clothing_n1	clothing_n1	WordNet3.0
1.00	most	laundry	isa	goods	Laundry isa goods.	1.00	n	n	n	clothing_n1	artifact_n1	WordNet3.0
1.00	most	Laurasia	isa	thing	Laurasia isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	laurel	isa	tree	Laurel isa tree.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	lava	isa	material	Lava isa material.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	lava	isa	stuff	Lava isa stuff.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	law	isa	document	Law isa document.	1.00	n	n	n	written_language_n1	written_language_n1	WordNet3.0
1.00	most	lawn	isa	field	Lawn isa field.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	layer	isa	artifact	Layer isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	lb	isa	unit	Lb isa unit.	1.00	n	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	lead	isa	metal	Lead isa metal.	1.00	n	n	n	element_n2	element_n2	WordNet3.0
1.00	most	leader	isa	individual	Leader isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	leader	isa	person	Leader isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	leader	isa	somebody	Leader isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	leader	isa	someone	Leader isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	leaf	isa	plant part	Leaf isa plant part.	1.00	n	n	n	plant_part_n1	plant_part_n1	WordNet3.0
1.00	most	leafhopper	isa	insect	Leafhopper isa insect.	1.00	n	n	n	insect_n1	insect_n1	WordNet3.0
1.00	most	leaflet	isa	tissue	Leaflet isa tissue.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	league	isa	organization	League isa organization.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	leakage	isa	motion	Leakage isa motion.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	learner	isa	individual	Learner isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	learner	isa	person	Learner isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	learner	isa	somebody	Learner isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	learner	isa	someone	Learner isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	leather	isa	material	Leather isa material.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	leather	isa	stuff	Leather isa stuff.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	leatherback	isa	turtle	Leatherback isa turtle.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	Lebanon	isa	thing	Lebanon isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	lechwe	isa	waterbuck	Lechwe isa waterbuck.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lecture	isa	speech	Lecture isa speech.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	ledge	isa	ridge	Ledge isa ridge.	1.00	n	n	n	formation_n5	formation_n5	WordNet3.0
1.00	most	lee	isa	boundary	Lee isa boundary.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	leech	isa	worm	Leech isa worm.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	leek	isa	tracheophyte	Leek isa tracheophyte.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	leg	isa	limb	Leg isa limb.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	legend	isa	fiction	Legend isa fiction.	1.00	n	n	n	written_language_n1	written_language_n1	WordNet3.0
1.00	most	legging	isa	garment	Legging isa garment.	1.00	n	n	n	clothing_n1	clothing_n1	WordNet3.0
1.00	most	legume	isa	climber	Legume isa climber.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	legume	isa	herb	Legume isa herb.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	Leicestershire	isa	thing	Leicestershire isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	leisure	isa	period	Leisure isa period.	1.00	n	n	n	period_n1	period_n1	WordNet3.0
1.00	most	lemming	isa	rodent	Lemming isa rodent.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lemon	isa	citrus	Lemon isa citrus.	1.00	n	n	n	plant_part_n1	plant_part_n1	WordNet3.0
1.00	most	lemonade	isa	beverage	Lemonade isa beverage.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	lemur	isa	primate	Lemur isa primate.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	length	isa	dimension	Length isa dimension.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	length	isa	property	Length isa property.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	length	isa	quantity	Length isa quantity.	1.00	n	n	n	property_n3	Thing	WordNet3.0
1.00	most	lens	isa	device	Lens isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	lense	isa	device	Lense isa device.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	lentil	isa	vegetable	Lentil isa vegetable.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Leo	isa	individual	Leo isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Leo	isa	person	Leo isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Leo	isa	somebody	Leo isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Leo	isa	someone	Leo isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	leopard	isa	feline	Leopard isa feline.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	leprechaun	isa	elf	Leprechaun isa elf.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	leptospira	isa	bacterium	Leptospira isa bacterium.	1.00	n	n	n	microorganism_n1	microorganism_n1	WordNet3.0
1.00	most	Lesotho	isa	thing	Lesotho isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	lesson	isa	job	Lesson isa job.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	lesson	isa	occupation	Lesson isa occupation.	1.00	n	n	n	activity_n1	activity_n1	WordNet3.0
1.00	most	letter	isa	artifact	Letter isa artifact.	1.00	n	n	n	written_language_n1	artifact_n1	WordNet3.0
1.00	most	letter	isa	text	Letter isa text.	1.00	n	n	n	written_language_n1	written_language_n1	WordNet3.0
1.00	most	lettuce	isa	herb	Lettuce isa herb.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	letup	isa	pause	Letup isa pause.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	leukocyte	isa	cell	Leukocyte isa cell.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	leukocyte	isa	phagocyte	Leukocyte isa phagocyte.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	level	isa	property	Level isa property.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	lever	isa	bar	Lever isa bar.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	liar	isa	individual	Liar isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	liar	isa	person	Liar isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	liar	isa	somebody	Liar isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	liar	isa	someone	Liar isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Liberia	isa	thing	Liberia isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Liberian	isa	individual	Liberian isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Liberian	isa	person	Liberian isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Liberian	isa	somebody	Liberian isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Liberian	isa	someone	Liberian isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	librarian	isa	adult	Librarian isa adult.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	library	isa	room	Library isa room.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	Libya	isa	thing	Libya isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Libyan	isa	individual	Libyan isa individual.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Libyan	isa	person	Libyan isa person.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Libyan	isa	somebody	Libyan isa somebody.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	Libyan	isa	someone	Libyan isa someone.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	license	isa	document	License isa document.	1.00	n	n	n	written_language_n1	written_language_n1	WordNet3.0
1.00	most	lichen	isa	disease	Lichen isa disease.	1.00	n	n	n	illness_n1	illness_n1	WordNet3.0
1.00	most	lid	isa	tissue	Lid isa tissue.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	Liechtenstein	isa	thing	Liechtenstein isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	life	isa	being	Life isa being.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	life	isa	existence	Life isa existence.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	lifeboat	isa	boat	Lifeboat isa boat.	1.00	n	n	n	transport_n1	transport_n1	WordNet3.0
1.00	most	lifeguard	isa	attendant	Lifeguard isa attendant.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	lifespan	isa	period	Lifespan isa period.	1.00	n	n	n	period_n1	period_n1	WordNet3.0
1.00	most	lifestyle	isa	fashion	Lifestyle isa fashion.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	lifestyle	isa	manner	Lifestyle isa manner.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	lifestyle	isa	mode	Lifestyle isa mode.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	lifestyle	isa	way	Lifestyle isa way.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	lifetime	isa	period	Lifetime isa period.	1.00	n	n	n	period_n1	period_n1	WordNet3.0
1.00	most	liftoff	isa	motion	Liftoff isa motion.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	ligament	isa	tissue	Ligament isa tissue.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	ligation	isa	action	Ligation isa action.	1.00	n	n	n	action_n1	action_n1	WordNet3.0
1.00	most	light	isa	radiation	Light isa radiation.	1.00	n	n	n	phenomenon_n1	phenomenon_n1	WordNet3.0
1.00	most	lightbulb	isa	lamp	Lightbulb isa lamp.	1.00	n	n	n	device_n1	device_n1	WordNet3.0
1.00	most	lighthouse	isa	tower	Lighthouse isa tower.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	lightness	isa	weight	Lightness isa weight.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	lightning	isa	discharge	Lightning isa discharge.	1.00	n	n	n	phenomenon_n1	event_n1	WordNet3.0
1.00	most	lignin	isa	compound	Lignin isa compound.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	likelihood	isa	quality	Likelihood isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	likeness	isa	similarity	Likeness isa similarity.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	liking	isa	feeling	Liking isa feeling.	1.00	n	n	n	feeling_n1	feeling_n1	WordNet3.0
1.00	most	lilac	isa	bush	Lilac isa bush.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	lilac	isa	shrub	Lilac isa shrub.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	lily	isa	tracheophyte	Lily isa tracheophyte.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	limb	isa	appendage	Limb isa appendage.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	limb	isa	extremity	Limb isa extremity.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	limelight	isa	prominence	Limelight isa prominence.	1.00	n	n	n	state_n4	state_n4	WordNet3.0
1.00	most	limestone	isa	material	Limestone isa material.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	limestone	isa	stuff	Limestone isa stuff.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	limit	isa	magnitude	Limit isa magnitude.	1.00	n	n	n	property_n3	property_n3	WordNet3.0
1.00	most	limitation	isa	rule	Limitation isa rule.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	Lincoln	isa	thing	Lincoln isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	Lincolnshire	isa	thing	Lincolnshire isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	line	isa	indication	Line isa indication.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	lineage	isa	social group	Lineage isa social group.	1.00	n	n	n	social_group_n1	social_group_n1	WordNet3.0
1.00	most	liner	isa	event	Liner isa event.	1.00	n	n	n	event_n1	event_n1	WordNet3.0
1.00	most	ling	isa	tracheophyte	Ling isa tracheophyte.	1.00	n	n	n	plant_n2	plant_n2	WordNet3.0
1.00	most	linguistics	isa	science	Linguistics isa science.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	lining	isa	artifact	Lining isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	link	isa	linkage	Link isa linkage.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	linkage	isa	connection	Linkage isa connection.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	lion	isa	feline	Lion isa feline.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lioness	isa	lion	Lioness isa lion.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lip	isa	body part	Lip isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	lip	isa	organ	Lip isa organ.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	lipase	isa	enzyme	Lipase isa enzyme.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	lipid	isa	compound	Lipid isa compound.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	lipstick	isa	make-up	Lipstick isa make-up.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	liquefaction	isa	process	Liquefaction isa process.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	liquid	isa	substance	Liquid isa substance.	1.00	n	n	n	substance_n1	substance_n1	WordNet3.0
1.00	most	liquidation	isa	action	Liquidation isa action.	1.00	n	n	n	action_n1	action_n1	WordNet3.0
1.00	most	liquor	isa	alcohol	Liquor isa alcohol.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	list	isa	database	List isa database.	1.00	n	n	n	message_n2	message_n2	WordNet3.0
1.00	most	listener	isa	observer	Listener isa observer.	1.00	n	n	n	person_n1	person_n1	WordNet3.0
1.00	most	liter	isa	unit	Liter isa unit.	1.00	n	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	literacy	isa	skill	Literacy isa skill.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	literature	isa	written language	Literature isa written language.	1.00	n	n	n	written_language_n1	written_language_n1	WordNet3.0
1.00	most	lithium	isa	metal	Lithium isa metal.	1.00	n	n	n	element_n2	element_n2	WordNet3.0
1.00	most	lithosphere	isa	region	Lithosphere isa region.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	Lithuania	isa	thing	Lithuania isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	litmus	isa	material	Litmus isa material.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	litmus	isa	stuff	Litmus isa stuff.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	litre	isa	unit	Litre isa unit.	1.00	n	n	n	definite_quantity_n1	definite_quantity_n1	WordNet3.0
1.00	most	litter	isa	group	Litter isa group.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	liver	isa	organ	Liver isa organ.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	liverwort	isa	bryophyte	Liverwort isa bryophyte.	1.00	n	n	n	organism_n1	organism_n1	WordNet3.0
1.00	most	livestock	isa	mammal	Livestock isa mammal.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	lizard	isa	reptile	Lizard isa reptile.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	llama	isa	ungulate	Llama isa ungulate.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	load	isa	artifact	Load isa artifact.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	loaf	isa	bread	Loaf isa bread.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
1.00	most	lobe	isa	body part	Lobe isa body part.	1.00	n	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	lobster	isa	decapod	Lobster isa decapod.	1.00	n	n	n	animal_n1	animal_n1	WordNet3.0
1.00	most	locality	isa	location	Locality isa location.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	location	isa	object	Location isa object.	1.00	n	n	n	location_n1	Thing	WordNet3.0
1.00	most	locker	isa	room	Locker isa room.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	locket	isa	case	Locket isa case.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	locomotion	isa	quality	Locomotion isa quality.	1.00	n	n	n	quality_n1	quality_n1	WordNet3.0
1.00	most	locus	isa	scene	Locus isa scene.	1.00	n	n	n	location_n1	location_n1	WordNet3.0
1.00	most	locust	isa	grasshopper	Locust isa grasshopper.	1.00	n	n	n	insect_n1	insect_n1	WordNet3.0
1.00	most	loft	isa	storey	Loft isa storey.	1.00	n	n	n	artifact_n1	artifact_n1	WordNet3.0
1.00	most	log	isa	wood	Log isa wood.	1.00	n	n	n	material_n1	material_n1	WordNet3.0
1.00	most	Logan	isa	thing	Logan isa thing.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	logic	isa	cognition	Logic isa cognition.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	logic	isa	knowledge	Logic isa knowledge.	1.00	n	n	n	knowledge_n1	knowledge_n1	WordNet3.0
1.00	most	logo	isa	symbol	Logo isa symbol.	1.00	n	n	n	Thing	Thing	WordNet3.0
1.00	most	lollipop	isa	candy	Lollipop isa candy.	1.00	n	n	n	food_n1	food_n1	WordNet3.0
